subject,subject_id,relation,object,object_id,surface_text,weight
verre,/c/fr/verre/v/wn/perception,Synonym,glass,/c/en/glass/v/wn/perception,[[verre]] is a translation of [[glass]],2.0
glass,/c/en/glass/v/wn/perception,MannerOf,scan,/c/en/scan/v/wn/perception,[[glass]] is a way to [[scan]],2.0
はり,/c/ja/はり/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[はり]] is a translation of [[glass]],2.0
glassy,/c/en/glassy,DerivedFrom,glass,/c/en/glass/n,,2.0
水のみ,/c/ja/水のみ/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[水のみ]] is a translation of [[glass]],2.0
หุ้มด้วยแก้ว,/c/th/หุ้มด้วยแก้ว/v/wn/contact,Synonym,glass,/c/en/glass/v/wn/contact,[[หุ้มด้วยแก้ว]] is a translation of [[glass]],2.0
glass,/c/en/glass/v/wn/change,MannerOf,insert,/c/en/insert/v/wn/change,[[glass]] is a way to [[insert]],2.0
絡める,/c/ja/絡める/v/wn/possession,Synonym,glass,/c/en/glass/v/wn/possession,[[絡める]] is a translation of [[glass]],2.0
highball glass,/c/en/highball_glass/n/wn/artifact,IsA,glass,/c/en/glass/n/wn/artifact,[[highball glass]] is a type of [[glass]],2.0
瑠璃,/c/ja/瑠璃/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[瑠璃]] is a translation of [[glass]],2.0
beira,/c/eu/beira/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[beira]] is a translation of [[glass]],2.0
varustaa lasilla,/c/fi/varustaa_lasilla/v/wn/possession,Synonym,glass,/c/en/glass/v/wn/possession,[[varustaa lasilla]] is a translation of [[glass]],2.0
グラス,/c/ja/グラス,Synonym,glass,/c/en/glass,,2.0
كَأس,/c/ar/كأس/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[كَأس]] is a translation of [[glass]],2.0
glass,/c/no/glass/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[glass]] is a translation of [[glass]],2.0
tumbler,/c/en/tumbler/n/wn/artifact,IsA,glass,/c/en/glass/n/wn/artifact,[[tumbler]] is a type of [[glass]],2.0
schooner,/c/en/schooner/n/wn/artifact,IsA,glass,/c/en/glass/n/wn/artifact,[[schooner]] is a type of [[glass]],2.0
edontzi,/c/eu/edontzi/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[edontzi]] is a translation of [[glass]],2.0
vidre,/c/ca/vidre/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[vidre]] is a translation of [[glass]],2.0
水呑み,/c/ja/水呑み/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[水呑み]] is a translation of [[glass]],2.0
زُجَاج,/c/ar/زجاج/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[زُجَاج]] is a translation of [[glass]],2.0
bumper,/c/en/bumper/n/wn/artifact,IsA,glass,/c/en/glass/n/wn/artifact,[[bumper]] is a type of [[glass]],2.0
ガラース,/c/ja/ガラース/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[ガラース]] is a translation of [[glass]],2.0
stained glass,/c/en/stained_glass/n/wn/substance,IsA,glass,/c/en/glass/n/wn/substance,[[stained glass]] is a type of [[glass]],2.0
lead glass,/c/en/lead_glass/n/wn/substance,IsA,glass,/c/en/glass/n/wn/substance,[[lead glass]] is a type of [[glass]],2.0
a glass,/c/en/glass,ReceivesAction,found in a kitchen,/c/en/found_in_kitchen,[[a glass]] can be [[found in a kitchen]],2.0
ビードロ,/c/ja/ビードロ/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[ビードロ]] is a translation of [[glass]],2.0
水呑み,/c/ja/水呑み/n/jmdict/1,Synonym,glass,/c/en/glass,,2.0
水飲み,/c/ja/水飲み/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[水飲み]] is a translation of [[glass]],2.0
glass,/c/en/glass/v/wn/contact,MannerOf,enclose,/c/en/enclose/v/wn/contact,[[glass]] is a way to [[enclose]],2.0
glas,/c/da/glas/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[glas]] is a translation of [[glass]],2.0
水飲み,/c/ja/水飲み/n/jmdict/1,Synonym,glass,/c/en/glass,,2.0
杯,/c/zh/杯/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[杯]] is a translation of [[glass]],2.0
the glass,/c/en/glass,HasProperty,half empty,/c/en/half_empty,[[the glass]] is [[half empty]],2.0
verre,/c/fr/verre/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[verre]] is a translation of [[glass]],2.0
vidro,/c/pt/vidro/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[vidro]] is a translation of [[glass]],2.0
lasi,/c/fi/lasi/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[lasi]] is a translation of [[glass]],2.0
snifter,/c/en/snifter/n/wn/artifact,IsA,glass,/c/en/glass/n/wn/artifact,[[snifter]] is a type of [[glass]],2.0
glassware,/c/en/glassware,DerivedFrom,glass,/c/en/glass/n,,2.0
glas,/c/da/glas/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[glas]] is a translation of [[glass]],2.0
lasitavara,/c/fi/lasitavara/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[lasitavara]] is a translation of [[glass]],2.0
قَدَح,/c/ar/قدح/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[قَدَح]] is a translation of [[glass]],2.0
juomalasi,/c/fi/juomalasi/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[juomalasi]] is a translation of [[glass]],2.0
lasillinen,/c/fi/lasillinen/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[lasillinen]] is a translation of [[glass]],2.0
