subject,subject_id,relation,object,object_id,surface_text,weight
bangsilog,/c/ceb/bangsilog/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
ไข่ทอด,/c/th/ไข่ทอด/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
ביצייה,/c/he/ביצייה/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
telur mata sapi,/c/id/telur_mata_sapi/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
hamsilog,/c/ceb/hamsilog/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
tosilog,/c/ceb/tosilog/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,계란 후라이,/c/ko/계란_후라이,,1.0
fried egg,/c/en/fried_egg/n,Synonym,目玉焼き,/c/ja/目玉焼き,,1.0
fried egg,/c/en/fried_egg/n,Synonym,шарсан өндөг,/c/mn/шарсан_өндөг,,1.0
trứng ốp la,/c/vi/trứng_ốp_la/n,Synonym,fried egg,/c/en/fried_egg,,1.0
huevos rotos,/c/es/huevos_rotos/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,œuf au plat,/c/fr/œuf_au_plat,,1.0
fried egg,/c/en/fried_egg/n,Synonym,spælegg,/c/is/spælegg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,ovo estrelado,/c/pt/ovo_estrelado,,1.0
fried egg,/c/en/fried_egg/n,Synonym,steikt egg,/c/is/steikt_egg,,1.0
over easy,/c/en/over_easy,RelatedTo,fried egg,/c/en/fried_egg,,1.0
speilegg,/c/no/speilegg/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
a fried egg,/c/en/fried_egg,AtLocation,a plate,/c/en/plate,*Something you find on [[a plate]] is [[a fried egg]],1.0
egg slice,/c/en/egg_slice/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,huevo estrellado,/c/es/huevo_estrellado,,1.0
trứng ốp la,/c/vi/trứng_ốp_la/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
ovo estrelado,/c/pt/ovo_estrelado/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
œuf sur le plat,/c/fr/œuf_sur_le_plat/n,Synonym,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,яичница,/c/ru/яичница,,1.0
fried egg,/c/en/fried_egg/n,RelatedTo,sunny side up,/c/en/sunny_side_up,,1.0
volské oko,/c/cs/volské_oko/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
eggburger,/c/en/eggburger/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,RelatedTo,shallow fry,/c/en/shallow_fry,,1.0
silog,/c/ceb/silog/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,uovo al tegamino,/c/it/uovo_al_tegamino,,1.0
fried egg,/c/en/fried_egg/n,Synonym,τηγανητο αβγο,/c/el/τηγανητο_αβγο,,1.0
fried egg,/c/en/fried_egg/n,Synonym,stekt ägg,/c/sv/stekt_ägg,,1.0
bife a cavalo,/c/pt/bife_a_cavalo/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
telor ceplok,/c/id/telor_ceplok/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,계란 프라이,/c/ko/계란_프라이,,1.0
spiegelei,/c/nl/spiegelei/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
huevo frito,/c/es/huevo_frito/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
spigelee,/c/lb/spigelee/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
croque madame,/c/en/croque_madame/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
